Id,question_id,label
4439,1432,country of origin
4440,1432,language of work or name
4441,1432,The_Hobbit
4442,1433,war of national liberation
4443,1433,'w'
4444,1434,actor
4445,1434,part of series
4446,1434,Zippered
4447,1435,retirement age
4448,1435,Australia
4449,1436,place of interment
4450,1436,Gregory Blaxland
4451,1436,divides into
4452,1436,Warringah Council
4453,1437,located on astronomical body
4454,1437,Phobos
4455,1438,revolution
4456,1438,cause of destruction
4457,1438,Russian Empire
4458,1439,human population
4459,1439,state
4460,1439,Reading
4461,1440,authority
4462,1440,Yale University
4463,1441,Colour Index International constitution ID
4464,1441,zinc oxide
4465,1442,specific age inside fictional universe
4466,1442,Lilith
4467,1442,equals
4468,1442,27
4469,1443,brother
4470,1443,Aeschylus
4471,1443,career
4472,1443,military personnel
4473,1444,automobile
4474,1444,MAX(wheelbase)
4475,1444,instance of
4476,1444,automobile
4477,1445,film
4478,1445,film editor
4479,1445,Akira Kurosawa
4480,1446,genre of music
4481,1446,author
4482,1446,In the Flesh
4483,1447,stellar rotational velocity
4484,1447,Antares
4485,1448,train service
4486,1448,significant event
4487,1448,Yarımburgaz train disaster
4488,1448,'e'
4489,1449,had cause
4490,1449,afflicts
4491,1449,brain damage
4492,1450,educated at
4493,1450,Joseph Goebbels
4494,1450,academic degree
4495,1451,howitzer
4496,1451,country of origin
4497,1451,Soviet Union
4498,1452,state of Australia
4499,1452,MAX(age of consent)
4500,1453,category for alumni of educational institution
4501,1453,Dartmouth College
4502,1454,limiting oxygen index
4503,1454,polystyrene
4504,1454,less than
4505,1454,14.24
4506,1455,tributary
4507,1455,on bay
4508,1455,Austria-Hungary
4509,1456,war deity
4510,1456,zalmoxis
4511,1457,Unifrance company ID
4512,1457,NHK
4513,1458,statement is subject of
4514,1458,Saudi Arabia
4515,1458,diplomatic relation
4516,1458,Kyrgyzstan
4517,1459,method of murder
4518,1459,dedication
4519,1459,Church Of St Peter  St Paul (church Of England)
4520,1460,start time
4521,1460,Rajamahendravaram
4522,1460,located in the administrative territorial entity
4523,1460,East Godavari district
4524,1461,IPv4 routing prefix
4525,1461,Boeing
4526,1462,Avion
4527,1462,'w'
4528,1463,doctoral advisor
4529,1463,academic degree
4530,1463,{James Heckman
4531,1463,educated at
4532,1463,Princeton University
4533,1464,Roman deity
4534,1464,worshipped by
4535,1464,Christianity
4536,1465,revolution
4537,1465,location
4538,1465,Russian Empire
4539,1466,order
4540,1466,next lower rank
4541,1466,Legion of Honour
4542,1467,child
4543,1467,Pedro I
4544,1467,date of death
4545,1468,married to
4546,1468,Ivo Andrić
4547,1468,born on
4548,1468,1909-9-2
4549,1469,American television sitcom
4550,1469,voice actor
4551,1469,Sarah Silverman
4552,1470,facet of a polytope
4553,1470,600-cell
4554,1470,base
4555,1470,equilateral triangle
4556,1471,award received
4557,1471,Gao Ling
4558,1471,participant of
4559,1471,Badminton at the 2004 Summer Olympics – Women's doubles
4560,1472,target
4561,1472,Battle of Stalingrad
4562,1473,painting of
4563,1473,representative work
4564,1473,Henry Holiday
4565,1474,Narcissistic_personality_disorder
4566,1474,health specialty
4567,1474,psychotherapy
4568,1475,sporting event
4569,1475,child of
4570,1475,Gore Vidal
4571,1476,garrison
4572,1476,Asia-Pacific Economic Cooperation
4573,1476,inhabitants
4574,1476,5888926
4575,1477,total equity
4576,1477,Delta Air Lines
4577,1477,equals
4578,1477,245000000
4579,1478,coordinates of southernmost point
4580,1478,Maryland
4581,1479,Wikimedia category
4582,1479,category of associated people
4583,1479,Istanbul
4584,1480,sports league level
4585,1480,Kutonen
4586,1480,equals
4587,1480,7
4588,1481,fictional universe
4589,1481,fictional universe described in
4590,1481,Game of Thrones
4591,1482,operator
4592,1482,manufacturer
4593,1482,Boeing_787_Dreamliner
4594,1483,solstice
4595,1483,month of the year
4596,1483,June
4597,1483,solstice
4598,1484,follows
4599,1484,followed by
4600,1484,{Anne of Green Gables
4601,1484,series
4602,1484,Anne of Green Gables
4603,1485,point in time
4604,1485,Bethlehem
4605,1485,population
4606,1485,25266.0
4607,1486,start time
4608,1486,Novak Djokovic
4609,1486,occupation
4610,1486,tennis player
4611,1487,patient of
4612,1487,Leo Kanner
4613,1488,fossil taxon
4614,1488,'z'
4615,1489,song
4616,1489,world
4617,1490,capital of
4618,1490,located in the administrative territorial entity
4619,1490,Belfast
4620,1491,number of deaths
4621,1491,D. B. Cooper
4622,1491,less than
4623,1491,0.0
4624,1492,organisation directed from the office
4625,1492,pope
4626,1493,par
4627,1493,Wentworth Club
4628,1493,equals
4629,1493,72
4630,1494,educated at
4631,1494,Milton Friedman
4632,1494,academic major
4633,1495,nominated for
4634,1495,Annie Award
4635,1496,BVPB authority ID
4636,1496,Asturias
4637,1497,field of this profession
4638,1497,profession
4639,1497,Daniel Kucan
4640,1498,publisher
4641,1498,award received
4642,1498,Watchmen
4643,1499,publication interval
4644,1499,The New York Times
4645,1500,destination point
4646,1500,Voyager 2
4647,1501,outcome of
4648,1501,signs
4649,1501,scarlet fever
4650,1502,lakes on river
4651,1502,Churchill River
4652,1503,Human Development Index
4653,1503,Solomon Islands
4654,1503,equals
4655,1503,0.3952
4656,1504,life stance
4657,1504,written by
4658,1504,Executive Order 6022
4659,1505,first appearance
4660,1505,Mario
4661,1506,human population
4662,1506,is in the prefecture of
4663,1506,Anambra State
4664,1507,coordinate system
4665,1507,universal
4666,1508,Boulton and Watt
4667,1508,discoverer or inventor
4668,1508,James Watt
4669,1509,determination method
4670,1509,bipolar disorder
4671,1509,genetic association
4672,1509,WSCD2
4673,1510,charge
4674,1510,position holder
4675,1510,Sheriff of Davidson County
4676,1511,mother
4677,1511,date of birth
4678,1511,{Charlemagne
4679,1511,child
4680,1511,Pepin of Italy
4681,1512,genetic association
4682,1512,consequence
4683,1512,autoimmune disease
4684,1513,seat
4685,1513,of team
4686,1513,Eddie Miller
4687,1514,construction
4688,1514,zollbauweise
4689,1515,producer
4690,1515,Blade Runner
4691,1516,natural number
4692,1516,googolplex
4693,1517,real gross domestic product growth rate
4694,1517,Burkina Faso
4695,1518,source of watercourse
4696,1518,Fraser River
4697,1518,hill range
4698,1518,American Cordillera
4699,1519,contributing factor of
4700,1519,Great Vowel Shift
4701,1520,film
4702,1520,country of origin
4703,1520,Russian Empire
4704,1521,stock exchange
4705,1521,PayPal
4706,1522,spouse
4707,1522,Tom Brady
4708,1522,place of marriage
4709,1523,timezone
4710,1523,admin HQ
4711,1523,Arab States Broadcasting Union
4712,1524,director of photography
4713,1524,director
4714,1524,Fight_Club
4715,1525,JavaScript
4716,1525,influenced by
4717,1525,JavaScript
4718,1526,end time
4719,1526,Henry I of England
4720,1526,position held
4721,1526,monarch of England
4722,1527,coefficient of friction
4723,1527,polycarbonate
4724,1527,greater than
4725,1527,0.248
4726,1528,population
4727,1528,Walyunga National Park
4728,1528,greater than
4729,1528,0.0
4730,1529,human
4731,1529,conflict
4732,1529,October Revolution
4733,1530,supranational organisation
4734,1530,diplomatic relation
4735,1530,Arab League
4736,1531,inhabitants
4737,1531,main topic
4738,1531,History of Bangladesh
4739,1532,position
4740,1532,position held
4741,1532,Justin Trudeau
4742,1533,date of birth
4743,1533,date of death
4744,1533,{Isabella I of Castile
4745,1533,child
4746,1533,Joanna of Castile
4747,1534,taxon rank
4748,1534,parent taxon
4749,1534,Salmonella
4750,1535,end time
4751,1535,Portuguese India
4752,1535,country
4753,1535,Portuguese Empire
4754,1536,point in time
4755,1536,Diana Taurasi
4756,1536,award received
4757,1536,WNBA Peak Performers
4758,1537,THW Kiel player ID
4759,1537,Nikola Karabatić
4760,1538,history of a city
4761,1538,history of topic
4762,1538,Istanbul
4763,1539,end time
4764,1539,Lev Yashin
4765,1539,member of sports team
4766,1539,FC Dinamo Moscow
4767,1540,model
4768,1540,We Can Do It!
4769,1541,chemical compound
4770,1541,significant drug interaction
4771,1541,cocaine
4772,1542,science
4773,1542,field of work
4774,1542,Claude Shannon
4775,1543,KLOV ID
4776,1543,Tetris
4777,1544,biopharmaceutical
4778,1544,encodes
4779,1544,INS
4780,1545,writing system
4781,1545,writing
4782,1546,painting
4783,1546,depicted by
4784,1546,Alexander I of Russia
4785,1547,female
4786,1547,Judas Iscariot
4787,1547,mistakenly taken for
4788,1547,man
4789,1548,bank holiday
4790,1548,citizenship
4791,1548,Agnetha Fältskog
4792,1549,Class IB flammable liquid
4793,1549,MAX(upper flammable limit)
4794,1549,instance of
4795,1549,occupational carcinogen
4796,1550,Shivaji
4797,1550,spouse
4798,1550,Soyarabai
4799,1550,Putalabai
4800,1551,Académie des Inscriptions et Belles-Lettres member ID
4801,1551,Ernest Renan
4802,1552,group of organisms known by one particular common name
4803,1552,'w'
4804,1553,Farrah_Fawcett
4805,1553,nominated for
4806,1553,Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series
4807,1553,Primetime Emmy Award for Outstanding Lead Actress in a Miniseries or a Movie
4808,1554,statement is subject of
4809,1554,George Miller
4810,1554,nominated for
4811,1554,Academy Award for Best Picture
4812,1555,named for
4813,1555,Kepler's laws of planetary motion
4814,1555,profession
4815,1555,writer
4816,1556,member of sports team
4817,1556,Carlos Alberto Torres
4818,1556,number of matches played
4819,1557,gross tonnage
4820,1557,MV Loch Ranza
4821,1557,less than
4822,1557,164.8
4823,1558,point in time
4824,1558,Martinique
4825,1558,population
4826,1558,380877
4827,1559,sovereign state
4828,1559,currency
4829,1559,Russian ruble
4830,1560,partnership with
4831,1560,Antipope John XXIII
4832,1561,start time
4833,1561,Democratic Republic of the Congo
4834,1561,flag image
4835,1561,Flag of Zaire.svg
4836,1562,elected in
4837,1562,end cause
4838,1562,{Joseph Chamberlain
4839,1562,position held
4840,1562,Member of the 27th Parliament of the United Kingdom
4841,1563,RA Collections ID
4842,1563,Albert Günther
4843,1564,"dissolved, abolished or demolished"
4844,1564,Delian League
4845,1565,empire
4846,1565,official language
4847,1565,Latin
4848,1566,woman
4849,1566,Sphinx
4850,1566,abbreviation
4851,1566,женский
4852,1567,Warren_Beatty
4853,1567,partner
4854,1567,Diane Keaton
4855,1567,Isabelle Adjani
4856,1568,Musée d'Orsay artwork ID
4857,1568,Whistler's Mother
4858,1569,academic major
4859,1569,academic degree
4860,1569,{Donald Knuth
4861,1569,educated at
4862,1569,Case Western Reserve University
4863,1570,point in time
4864,1570,Charles Lindbergh
4865,1570,award received
4866,1570,ERROR1
4867,1571,play
4868,1571,Bernard Hinault
4869,1571,governing body
4870,1571,Union Cycliste Internationale
4871,1572,Wikimedia list article
4872,1572,is a list of
4873,1572,monarchy
4874,1573,diplomatic relation
4875,1573,Kingdom of Hawaii
4876,1573,member of
4877,1573,International Energy Agency
4878,1574,democratic republic
4879,1574,country of citizenship
4880,1574,Jefferson Davis
4881,1575,domain
4882,1575,daughter of
4883,1575,Lucien Maxant
4884,1576,start time
4885,1576,Suriname
4886,1576,member of
4887,1576,United Nations
4888,1577,Agatha_Christie
4889,1577,notable work
4890,1577,Dumb Witness
4891,1577,Curtain
4892,1578,website
4893,1578,owner of
4894,1578,Pinterest
4895,1579,Russell_Crowe
4896,1579,award received
4897,1579,Australian Sports Medal
4898,1579,Australian National Living Treasure
4899,1580,syllabary
4900,1580,writing system
4901,1580,Japanese
4902,1581,CPI inflation rate
4903,1581,county seat of
4904,1581,Kingstown
4905,1582,Pokédex number
4906,1582,Pikachu
4907,1583,time to altitude
4908,1583,G.91T
4909,1583,less than
4910,1583,3.6
4911,1584,pharmaceutical product
4912,1584,has active ingredient
4913,1584,diazepam
4914,1585,has children
4915,1585,Nurhaci
4916,1585,year of birth
4917,1585,1612-1-26
4918,1586,historical period
4919,1586,Julia Balbilla
4920,1586,until
4921,1586,-30-1-1
4922,1587,daddy
4923,1587,characters
4924,1587,Exodus
4925,1588,member of sports team
4926,1588,Michel Platini
4927,1588,number of matches played
4928,1589,tributary
4929,1589,body of water
4930,1589,Cape Canaveral
4931,1590,superpower
4932,1590,waterbending
4933,1591,designed by
4934,1591,ENIAC
4935,1592,diplomatic relation
4936,1592,citizenship
4937,1592,Mike Tyson
4938,1593,award received
4939,1593,Neil Gaiman
4940,1593,point in time
4941,1594,diplomatic relation
4942,1594,nationality
4943,1594,Buck O'Neil
4944,1595,painter
4945,1595,pendant to
4946,1595,Vertumnus
4947,1596,solved by
4948,1596,Leonhard Euler
4949,1597,cast member
4950,1597,Days of our Lives
4951,1597,start time
4952,1598,on coast of
4953,1598,resting place
4954,1598,W. Fox McKeithen
4955,1599,Precipitation hardening
4956,1599,MAX(ultimate tensile strength)
4957,1600,county seat of
4958,1600,New York City
4959,1600,diplomatic relation
4960,1600,Georgia
4961,1601,home venue
4962,1601,New York Yankees
4963,1602,city
4964,1602,whitehorse
4965,1603,mountain system
4966,1603,summit
4967,1603,Anhui
4968,1604,enclave
4969,1604,enclave within
4970,1604,Montreal
4971,1605,Unifrance person ID
4972,1605,Patrick Dewaere
4973,1606,Czech Jockey Club horse ID
4974,1606,Northern Dancer
4975,1607,administrative city in the Republic of Ireland
4976,1607,twinned administrative body
4977,1607,Chicago
4978,1608,birthplace
4979,1608,Harald zur Hausen
4980,1608,partner city
4981,1608,Campo Grande
4982,1609,start time
4983,1609,European Union
4984,1609,official language
4985,1609,Irish
4986,1610,member of
4987,1610,Aleksandr Lyapunov
4988,1610,category for employees of the organization
4989,1610,Category:Corresponding Members of the St Petersburg Academy of Sciences
4990,1611,taxonomic type
4991,1611,Bactrian camel
4992,1612,number of matches played
4993,1612,number of points/goals/set scored
4994,1612,{Eric Cantona
4995,1612,member of sports team
4996,1612,Leeds United F.C.
4997,1613,trans-Neptunian object
4998,1613,MAX(argument of periapsis)
4999,1614,danskefilm animated film ID
5000,1614,Toy Story
5001,1615,admin HQ
5002,1615,Fédération Aéronautique Internationale
5003,1615,adjacent to
5004,1615,Prilly
5005,1616,0
5006,1616,said to be the same as
5007,1616,signed zero
5008,1617,dynamic viscosity
5009,1617,argon
5010,1617,equals
5011,1617,18.16
5012,1618,city
5013,1618,coextensive with
5014,1618,Tallinn
5015,1619,Theses.fr person ID
5016,1619,Pierre Bourdieu
5017,1620,Charles_Dickens
5018,1620,father
5019,1620,John Dickens
5020,1621,has influence
5021,1621,written by
5022,1621,Dancing Girls & Other Stories
5023,1622,replaced by
5024,1622,Shanxi
5025,1623,authors
5026,1623,New Testament
5027,1623,profession
5028,1623,writer
5029,1624,number of victims of killer
5030,1624,Norio Nagayama
5031,1624,equals
5032,1624,4
5033,1625,start time
5034,1625,Bill Gates
5035,1625,position held
5036,1625,chief executive officer
5037,1626,biopharmaceutical
5038,1626,MAX(defined daily dose)
5039,1627,conflict
5040,1627,time period
5041,1627,Three Kingdoms
5042,1628,TMDb movie ID
5043,1628,The Birds
5044,1629,superhuman feature or ability
5045,1629,time travel
5046,1630,exemplar of
5047,1630,New Testament
5048,1631,manager/director
5049,1631,Heinrich Himmler
5050,1632,kabushiki gaisha
5051,1632,subsidiary
5052,1632,Nissan
5053,1633,words by
5054,1633,list of tracks
5055,1633,Le chant des sirènes
5056,1634,member of crew of
5057,1634,prequel of
5058,1634,Gemini 6A
5059,1635,tensile modulus of elasticity
5060,1635,AKROLOY PARA ICF 40
5061,1635,equals
5062,1635,38000
5063,1636,introduced
5064,1636,from
5065,1636,International Practical Shooting Confederation
5066,1637,causes
5067,1637,wage
5068,1637,since
5069,1637,1830-8-28
5070,1638,interaction
5071,1638,gravity
5072,1639,military branch
5073,1639,Roland Garros
5074,1640,human
5075,1640,head of state
5076,1640,Tenochtitlan
5077,1641,Wales
5078,1641,legislative body
5079,1641,Parliament of the United Kingdom
5080,1642,philosophical movement
5081,1642,yangmingism
5082,1643,candidate
5083,1643,John Howard
5084,1644,associated with
5085,1644,aspect of
5086,1644,archaeogenetics
5087,1645,together with
5088,1645,William Hanna
5089,1645,award received
5090,1645,star on Hollywood Walk of Fame
5091,1646,distributor
5092,1646,The Gold Rush
5093,1647,start time
5094,1647,Xi'an
5095,1647,twinned administrative body
5096,1647,Dortmund
5097,1648,disciple of
5098,1648,professional partner
5099,1648,Radka Kovaříková
5100,1649,seed dispersal
5101,1649,Arabidopsis thaliana
5102,1650,start time
5103,1650,end time
5104,1650,{Chrissie Hynde
5105,1650,spouse
5106,1650,Jim Kerr
5107,1651,won by
5108,1651,awarded
5109,1651,Fred Ebb
5110,1652,manufacturer of
5111,1652,subsidiary company
5112,1652,National Aeronautics and Space Administration
5113,1653,published in
5114,1653,Naturwissenschaften
5115,1654,manufactures
5116,1654,superior formation
5117,1654,Mitsui Chemicals (Germany)
5118,1655,educated at
5119,1655,University of Stuttgart
5120,1656,member of party
5121,1656,informed by
5122,1656,Philip Roth
5123,1657,IMA status and/or rank
5124,1657,diopside
5125,1658,deathplace
5126,1658,Mikhail Skobelev
5127,1658,borders
5128,1658,Kaluga Oblast
5129,1659,statement supported by
5130,1659,El Salvador
5131,1659,has quality
5132,1659,free country
5133,1660,animated series
5134,1660,executive producer
5135,1660,Ken Keeler
5136,1660,'f'
5137,1661,medical condition
5138,1661,brain tumor
5139,1662,measured by
5140,1662,Young's modulus
5141,1663,Euring number
5142,1663,Long-tailed Duck
5143,1664,city of the United States
5144,1664,twinned administrative body
5145,1664,Mumbai
5146,1665,Fentanyl
5147,1665,subject has role
5148,1665,narcotic
5149,1666,start time
5150,1666,Landon Donovan
5151,1666,member of sports team
5152,1666,Everton F.C.
5153,1667,mains voltage
5154,1667,Denmark
5155,1667,equals
5156,1667,230
5157,1668,point in time
5158,1668,winner
5159,1668,{Charlie Parker
5160,1668,award received
5161,1668,Grammy Hall of Fame
5162,1669,storyboard artist
5163,1669,The Lion King
5164,1670,Europeana Fashion Vocabulary ID
5165,1670,handkerchief
5166,1671,start time
5167,1671,Arthur Cayley
5168,1671,member of
5169,1671,Royal Astronomical Society
5170,1672,start time
5171,1672,Willy Brandt
5172,1672,country of citizenship
5173,1672,Norway
5174,1673,peace prize
5175,1673,award received
5176,1673,Linus Pauling
5177,1674,prize money
5178,1674,Venus Williams
5179,1675,KIT Linked Open Numbers ID
5180,1675,1
5181,1676,discography
5182,1676,discography
5183,1676,Justin Timberlake
5184,1677,holding company
5185,1677,MAX(total assets)
5186,1677,owned by
5187,1677,BlackRock
5188,1678,specific rotation
5189,1678,Eu(hfc)3
5190,1678,greater than
5191,1678,189.6
5192,1679,Tennis Australia player ID
5193,1679,Evonne Goolagong Cawley
5194,1680,follows
5195,1680,followed by
5196,1680,{Communist Party of China
5197,1680,chairperson
5198,1680,Hu Yaobang
5199,1681,point in time
5200,1681,Tarapacá Region
5201,1681,male population
5202,1681,167793.0
5203,1682,bus station
5204,1682,place served by transport hub
5205,1682,Belgrade
5206,1683,followed by
5207,1683,follows
5208,1683,{Louis II of Italy
5209,1683,noble title
5210,1683,monarch of Italy
5211,1684,point in time
5212,1684,Giosuè Carducci
5213,1684,nominated for
5214,1684,Nobel Prize in Literature
5215,1685,party
5216,1685,Jeff Foxworthy
5217,1685,emblem
5218,1685,elephant
5219,1686,system
5220,1686,follows
5221,1686,Ediacaran
5222,1686,cambrian
5223,1687,encoded by
5224,1687,L-Tyrosine
5225,1688,ballots cast
5226,1688,Catalan regional election 2015 in Rajadell
5227,1688,equals
5228,1688,368
5229,1689,student of
5230,1689,academic degree
5231,1689,{Vladimir Putin
5232,1689,educated at
5233,1689,Saint Petersburg State University
5234,1690,means of locomotion
5235,1690,bipedalism
5236,1691,point in time
5237,1691,Henri Becquerel
5238,1691,nominated for
5239,1691,Nobel Prize in Physics
5240,1692,condition
5241,1692,facet of
5242,1692,meteorology
5243,1692,'d'
5244,1693,start time
5245,1693,Jules Verne
5246,1693,educated at
5247,1693,lycée Georges-Clemenceau
5248,1694,child
5249,1694,Pedro I
5250,1694,mother
5251,1695,end time
5252,1695,Margaret Court
5253,1695,member of sports team
5254,1695,Australia Fed Cup team
5255,1696,Bloomberg person ID
5256,1696,Gwyneth Paltrow
5257,1697,OKATO ID
5258,1697,Kaliningrad
5259,1698,ancient civilization
5260,1698,narrative location
5261,1698,Exodus
5262,1699,diplomatic relation
5263,1699,service operator
5264,1699,Il-76
5265,1700,doctoral advisor
5266,1700,doctoral thesis
5267,1700,{Carl Sagan
5268,1700,educated at
5269,1700,University of Chicago
5270,1701,number of matches played/races/starts
5271,1701,Jesse Schultz
5272,1701,equals
5273,1701,2
5274,1702,location of formation
5275,1702,present in work
5276,1702,New_York_Stock_Exchange
5277,1703,duration
5278,1703,666
5279,1703,less than
5280,1703,0.8
5281,1704,end time
5282,1704,Ossie Davis
5283,1704,educated at
5284,1704,Howard University
5285,1705,state or insular area capital in the United States
5286,1705,highest point
5287,1705,Crown Hill Cemetery
5288,1705,'i'
5289,1706,Bitcoin
5290,1706,language of work or name
5291,1706,Sardinian
5292,1707,nominee for
5293,1707,Urho Kekkonen
5294,1707,top dog
5295,1707,Juan Manuel Santos
5296,1708,human
5297,1708,family
5298,1708,Maurya Empire
5299,1709,award received
5300,1709,Theodor Mommsen
5301,1709,prize money
5302,1710,city of the United States
5303,1710,twinned administrative body
5304,1710,Thessaloniki
5305,1711,career
5306,1711,Douglas Nicholls
5307,1711,field of this career
5308,1711,boxing
5309,1712,lower limit
5310,1712,set of non-negative integers
5311,1712,equals
5312,1712,0
5313,1713,number of cases
5314,1713,malaria
5315,1714,academic degree
5316,1714,bachelor's degree
5317,1715,replaces
5318,1715,Vitoria-Gasteiz
5319,1715,head of government
5320,1715,Javier Maroto
5321,1716,tributary
5322,1716,located on body of water
5323,1716,Nagoya
5324,1717,end cause
5325,1717,Tomás de Torquemada
5326,1717,position held
5327,1717,Inquisitor General of Spain
5328,1718,present at
5329,1718,Gerhard Schröder
5330,1718,attendee
5331,1718,Horst Seehofer
5332,1719,telephone code
5333,1719,garrison
5334,1719,Major League Baseball
5335,1720,character role
5336,1720,Dragon Ball Z
5337,1720,voice actor
5338,1720,Masako Nozawa
5339,1721,this taxon is source of
5340,1721,Carthamus tinctorius
5341,1722,followed by
5342,1722,follows
5343,1722,{Guy of Lusignan
5344,1722,noble title
5345,1722,count of Jaffa and Ascalon
5346,1723,ultimate tensile strength
5347,1723,AKROLOY PARA ICF 40
5348,1723,equals
5349,1723,255
5350,1724,Microsoft Store artist ID
5351,1724,Madonna
5352,1725,found guilty of
5353,1725,renter
5354,1725,Carrie Nation House
5355,1726,replaced by
5356,1726,"William Pitt, 1st Earl of Chatham"
5357,1726,position held
5358,1726,Prime Minister of the United Kingdom
5359,1727,Christopher_Plummer
5360,1727,given name
5361,1727,Christopher
5362,1727,Robert
5363,1728,point in time
5364,1728,Guiding Light
5365,1728,award received
5366,1728,Daytime Emmy Award for Outstanding Drama Series Writing Team
5367,1729,numeric value
5368,1729,0
5369,1730,earthquake
5370,1730,MIN(aftershocks)
5371,1730,country
5372,1730,Bangladesh
5373,1731,point in time
5374,1731,Monica Seles
5375,1731,award received
5376,1731,International Tennis Hall of Fame
5377,1732,film genre
5378,1732,songwriter
5379,1732,Tu Vuò Fà L'Americano
5380,1733,Frederick_Douglass
5381,1733,child
5382,1733,Charles Remond Douglass
5383,1734,rock band
5384,1734,genre
5385,1734,hard rock
5386,1735,French diocesan architects ID
5387,1735,Eugène Viollet-le-Duc
5388,1736,fictional universe
5389,1736,fictional universe described in
5390,1736,Grand Theft Auto
5391,1737,award received
5392,1737,Johnny Weissmuller
5393,1737,participant of
5394,1737,1928 Summer Olympics
5395,1738,antonym of
5396,1738,due to
5397,1738,anti-austerity movement in Greece
5398,1739,frequency of event
5399,1739,NIFL Premiership
5400,1739,equals
5401,1739,0.8
5402,1740,diplomatic relation
5403,1740,Lebanon
5404,1740,rule of the road
5405,1740,right
5406,1741,biomedical measurand
5407,1741,'w'
5408,1742,scanned file on Wikimedia Commons
5409,1742,The Jungle Book
5410,1743,birthplace
5411,1743,Lucia Moholy
5412,1743,chancellor
5413,1743,Vladimír Srb
5414,1744,Yle Areena ID
5415,1744,Doctor Who
5416,1745,birth location
5417,1745,Steph Davis
5418,1745,has regions
5419,1745,Boone County
5420,1746,American football stadium
5421,1746,home venue
5422,1746,Dallas Cowboys
5423,1747,shelf life
5424,1747,July Red
5425,1747,less than
5426,1747,24.0
5427,1748,former building or structure
5428,1748,culture
5429,1748,Ancient Greece
5430,1748,alexandria
5431,1749,Wikimedia list article
5432,1749,record or record progression
5433,1749,long jump
5434,1750,apparent magnitude
5435,1750,Antares
5436,1751,location born
5437,1751,Moria Casán
5438,1751,subdivided into
5439,1751,Puerto Madero
5440,1752,applies to part
5441,1752,Volta River
5442,1752,coordinate location
5443,1752,0.673056
5444,1753,occupational carcinogen
5445,1753,trichloropropane
5446,1754,end time
5447,1754,Gioachino Rossini
5448,1754,spouse
5449,1754,Olympe Pélissier
5450,1755,child body
5451,1755,companion of
5452,1755,Alpha Centauri A
5453,1756,bridge
5454,1756,architect
5455,1756,Isambard Kingdom Brunel
5456,1757,occupant
5457,1757,Windsor Castle
5458,1758,number of graves
5459,1758,North Africa American Cemetery and Memorial
5460,1758,equals
5461,1758,2841
5462,1759,religious text
5463,1759,has edition
5464,1759,Septuagint
5465,1760,time
5466,1760,Haidian District
5467,1760,same as
5468,1760,Macau Standard Time
5469,1761,endtime
5470,1761,trend
5471,1761,Miserere
5472,1762,Flora of Australia ID
5473,1762,Banksia
5474,1763,religious affiliation
5475,1763,Travancore
5476,1763,Universal Decimal Classification
5477,1763,233
5478,1764,SRCBB coach ID
5479,1764,Mike Krzyzewski
5480,1765,tagline
5481,1765,alma mater
5482,1765,Uwe Johnson
5483,1766,sovereign state
5484,1766,country of citizenship
5485,1766,Josip Broz Tito
5486,1767,creators
5487,1767,Prince Hamlet
5488,1767,language
5489,1767,English
5490,1768,public educational institution of the United States
5491,1768,educated at
5492,1768,Phil Hartman
5493,1769,InPhO ID
5494,1769,Giambattista Vico
5495,1770,fastest lap
5496,1770,Lewis Hamilton
5497,1771,ISO 15924 numeric code
5498,1771,kanji
5499,1772,point in time
5500,1772,Elche
5501,1772,population
5502,1772,215137.0
5503,1773,number of participants
5504,1773,UEFA European Football Championship
5505,1774,group of Greek mythical characters
5506,1774,thespiades
5507,1775,located in the administrative territorial entity
5508,1775,Plutarch
5509,1775,place of birth
5510,1775,Chaeronea
5511,1776,introduction
5512,1776,historical period
5513,1776,Siege of Leningrad
5514,1777,natural satellite
5515,1777,MAX(semi-major axis)
5516,1777,discoverer or inventor
5517,1777,Scott S. Sheppard
5518,1778,active in
5519,1778,Stella Adler
5520,1778,executive power headed by
5521,1778,Ardolph L. Kline
5522,1779,partition coefficient water/octanol
5523,1779,carbon tetrachloride
5524,1780,start time
5525,1780,Georg Simon Ohm
5526,1780,member of
5527,1780,Royal Society
5528,1781,continent
5529,1781,Pinatubo
5530,1781,pronunciation audio
5531,1781,La-cls-Asia.ogg
5532,1782,literary character
5533,1782,characters
5534,1782,Nineteen Eighty-Four
5535,1783,first-class city
5536,1783,coat of arms
5537,1783,Seal of Milwaukee
5538,1783,'m'
5539,1784,museum
5540,1784,commemorates
5541,1784,Sun Yat-sen
5542,1785,time of discovery or invention
5543,1785,Sierpinski triangle
5544,1786,unit of frequency
5545,1786,measured physical quantity
5546,1786,frequency
5547,1787,is in the district of
5548,1787,Rugby League International Federation
5549,1787,has wards
5550,1787,Armidale Dumaresq Shire
5551,1788,tributary
5552,1788,body of water
5553,1788,Albany
5554,1789,appointed by
5555,1789,pope
5556,1790,type of kinship
5557,1790,Magneto
5558,1790,relative
5559,1790,Joseph
5560,1791,flower color
5561,1791,Arabidopsis thaliana
5562,1792,geography of geographic location
5563,1792,geography of topic
5564,1792,Korea
5565,1793,participated in conflict
5566,1793,user
5567,1793,Sverdlov-class cruiser
5568,1794,town in Croatia
5569,1794,'š'
5570,1795,starring
5571,1795,prequel is
5572,1795,X-Men: The Last Stand
